data_len;percentage_cons;function;time;score;truthness
100;80;call_GA;16.724416971206665;17.410919784;True
100;90;run_cop_kmeans;0.3772761821746826;17.410919784;False
100;90;PLNE;8.019174098968506;17.410919784;False
100;90;call_CSP;0.26166510581970215;17.410919784;True
100;90;call_GA;15.494916200637817;17.410919784;True
150;0;run_cop_kmeans;0.3205749988555908;16.4213522913;False
150;0;PLNE;30.781187057495117;15.9097427904;False
150;0;call_CSP;9.326011180877686;15.9097427904;True
150;0;call_GA;23.94156527519226;15.7436902201;True
150;10;run_cop_kmeans;0.3087649345397949;16.4213522913;False
150;10;PLNE;21.82327699661255;16.4213522913;False
150;10;call_CSP;4.26648211479187;16.3721154871;True
150;10;call_GA;22.432169914245605;15.8588449318;True
150;20;run_cop_kmeans;0.32245779037475586;16.4213522913;False
150;20;PLNE;20.77162766456604;16.4213522913;False
150;20;call_CSP;5.901864290237427;16.3721154871;True
150;20;call_GA;13.933478116989136;15.9097427904;True
150;30;run_cop_kmeans;0.32343196868896484;16.4213522913;False
150;30;PLNE;15.60818076133728;16.4213522913;True
150;30;call_CSP;2.9753870964050293;15.9097427904;True
150;30;call_GA;18.231428861618042;15.9097427904;True
150;40;run_cop_kmeans;0.32999706268310547;16.4213522913;False
150;40;PLNE;15.232052087783813;16.4213522913;False
150;40;call_CSP;3.644036054611206;16.4213522913;True
150;40;call_GA;11.420573949813843;15.8588449318;False
150;50;run_cop_kmeans;0.3891029357910156;16.4213522913;False
150;50;call_CSP;2.7981679439544678;16.4213522913;True
150;60;run_cop_kmeans;0.6063089370727539;16.4213522913;False
150;60;call_CSP;4.745830774307251;16.4213522913;True
150;70;run_cop_kmeans;0.8806662559509277;16.4213522913;False
150;70;PLNE;20.43164896965027;16.4213522913;True
150;70;call_CSP;0.2693321704864502;16.4213522913;True
150;70;call_GA;1516673265.1890922;16.4213522913;True
150;80;run_cop_kmeans;0.6838741302490234;16.4213522913;False
150;80;PLNE;20.326680183410645;16.4213522913;False
150;80;call_CSP;0.8205089569091797;16.4213522913;True
150;80;call_GA;1516673350.024009;16.4213522913;True
150;90;run_cop_kmeans;1.178107738494873;16.4213522913;True
150;90;PLNE;20.495067834854126;16.4213522913;False
150;90;call_CSP;0.2658989429473877;16.4213522913;True
150;90;call_GA;1516673429.581085;16.4213522913;True
200;0;run_cop_kmeans;0.4808502197265625;16.8231326702;False
200;0;PLNE;78.31676602363586;16.8231326702;False
200;0;call_CSP;19.268568754196167;16.8231326702;True
200;0;call_GA;40.023356914520264;15.7477928757;True
200;10;run_cop_kmeans;0.48847198486328125;16.8231326702;False
200;10;PLNE;35.95541596412659;16.8231326702;False
200;10;call_CSP;3.50689697265625;16.8231326702;True
200;10;call_GA;31.163135051727295;15.8764474103;True
200;20;run_cop_kmeans;0.4838988780975342;16.8231326702;False
200;20;PLNE;36.848840951919556;16.8231326702;False
200;20;call_CSP;6.929943084716797;16.8231326702;True
200;20;call_GA;28.45422124862671;15.7477928757;True
200;30;run_cop_kmeans;0.5252659320831299;16.8231326702;False
200;30;call_CSP;4.109775066375732;16.8231326702;True
200;40;run_cop_kmeans;0.6465208530426025;16.8231326702;False
200;40;PLNE;35.45427203178406;16.8231326702;False
200;40;call_CSP;3.5316977500915527;16.8231326702;True
200;40;call_GA;26.553436994552612;16.8231326702;True
200;50;run_cop_kmeans;2.0115609169006348;16.8231326702;False
200;50;call_CSP;1.5563220977783203;16.8231326702;True
200;60;run_cop_kmeans;3.124406099319458;16.8231326702;True
200;60;PLNE;40.443488121032715;16.8231326702;False
200;60;call_CSP;0.4987201690673828;16.8231326702;True
200;60;call_GA;1516673993.386566;16.8231326702;True
200;70;run_cop_kmeans;3.769411087036133;16.8231326702;True
200;70;PLNE;40.20254373550415;16.8231326702;False
200;70;call_CSP;0.4859309196472168;16.8231326702;True
200;70;call_GA;1516674150.683658;16.8231326702;True
200;80;run_cop_kmeans;3.774965286254883;16.8231326702;True
200;80;PLNE;39.74060392379761;16.8231326702;False
200;80;call_CSP;0.45676589012145996;16.8231326702;True
200;80;call_GA;1516674304.753966;16.8231326702;True
200;90;run_cop_kmeans;4.077124834060669;16.8231326702;False
200;90;PLNE;40.80345892906189;16.8231326702;False
200;90;call_CSP;0.48017287254333496;16.8231326702;True
200;90;call_GA;1516674463.186783;16.8231326702;True
